㐀	丘
鹘	鶻
鹙	鶖
鹚	鷀
鹛	鶥
鹜	鶩
鹝	鷊
鹞	鷂
鹟	鶲
鹠	鶹
鹡	鶺
鹢	鷁
鹣	鶼
鹤	鶴
鹥	鷖
鹦	鸚
鹧	鷓
鹨	鷚
鹩	鷯
鹪	鷦
鹫	鷲
鹬	鷸
鹭	鷺
鹮	䴉
鹯	鸇
鹰	鷹
鹱	鸌
鹲	鸏
鹳	鸛
鹴	鸘
鹵	卤
鹸	鹼
鹹	咸 醎
鹺	鹾
鹻	堿 碱 鹼
鹼	堿 硷 碱 鹻
鹽	䀋 塩 盐 𥂁
鹾	鹺
鹿	鹿
麀	𪋎
麁	粗 麤
麄	粗 觕 麤
麇	麕
麐	麟
麓	㯟 梺
麕	麇
麗	丽 𠀙 𠧥 𪋘
麞	獐
麟	麐 麟
麡	𬸾
麤	粗 觕 麁 麄
麥	麦
麦	麥
麧	𱋇
麨	𪎊
麩	䴸 麬 麸
麪	面 麵 麺
麫	糆 面 麵
麬	麩 𤿲
麮	𱋋
麯	曲 麴 𱋐
麰	牟 𮮇
麱	𱋖
麲	𪎉
麳	𪎌
麴	曲 麯 麹 𥶶
麵	面 麪 麫 麺
麷	𫜑
麸	麩
麹	麴
麺	麪 麵
麻	菻 蔴
麼	么 尛 庅 麽
麽	么 庅 麼
黀	𪎪
黂	𱋱
黃	黄 𡕛
黄	黃
黉	黌
黌	黉
黎	黎
黏	粘
黑	黒
黒	黑
黔	𦌣
默	嘿 黙
黙	默
點	奌 点
黡	黶
黥	䵞
黧	𪒁 𪒚
黨	党
黩	黷
黪	黲
黲	黪
黴	霉
黶	黡
黷	黩
黸	𱋶
黽	黾 𦋍
黾	黽
黿	鼋
鼀	𱋾
鼁	𱋿
鼂	鼌 𪓨 𪓲
鼃	蛙
鼄	蛛 𬹣
鼅	蜘 𱌄
鼆	𱌆
鼇	鰲
鼈	鱉 𱌇
鼉	鼍
鼊	𱌉
鼋	黿
鼌	鼂
鼍	鼉
鼎	鼑 𪔂
鼏	冪 幂
鼑	鼎
鼓	皷 皼 鼔 𩉲
鼔	皷 鼓
鼕	㲇 冬
鼗	鞀 鞉
鼚	𱌊
鼜	𪔯
鼠	鼡
鼡	鼠
鼢	蚡
鼦	貂 𪔸
鼲	𱌏
鼴	鼹
鼹	鼴
鼻	自
齁	𪖙
齅	嗅
齈	𱌖
齊	亝 斉 斋 齋 齐
齋	斋 斎 齊 𩝦
齌	𱌗
齍	𱌘
齎	賫 賷 赍
齏	韲 齑 𦦏
齐	齊
齑	齏
齒	歯 齿 𠔒 𠚒 𣥫 𦥒 𦥪
齔	龀
齕	龁
齖	𬹺
齗	龂
齘	𬹼
齙	龅
齚	𱌬
齜	龇
齝	𱌯
齞	𱌫
齟	龃
齠	髫 龆
齡	齢 龄
齢	齡
齣	出 𱌮
齤	𱌲
齥	𱌱
齦	啃 龈
齧	啮 嚙 囓 𪗘 𫜩
齩	咬 𫜪
齪	龊
齬	龉
齭	𫜭
齮	𬺈
齯	𫠜
齰	𫜬
齱	𱌶
齲	龋
齳	𱌳
齴	𫜮
齵	𱌹
齶	腭 顎
齷	龌
齸	𱌽
齹	𪙐 𬺎
齺	𱌭
齻	𱌺
齼	𬺓
齽	𬺔
齾	𫜰
齿	齒
龀	齔
龁	齕
龂	齗
龃	齟
龄	齡
龅	齙
龆	齠
龇	齜
龈	齦
龉	齬
龊	齪
龋	齲
龌	齷
龍	㰍 䰱 竜 龒 龙 𠊋 𢅛 𥫈 𦱉
龎	厐 龐
龏	𪚒 𱍁
龐	厐 庞 龎
龑	䶮
龒	龍
龓	䪊 𫜲
龔	龚
龕	龛 𪚕
龖	𱍂
龗	𩆇 𩆈 𪚙
龘	𮹝
龙	龍
龚	龔
龛	龕
龜	龟 𠁴 𠃾 𤕣
龝	䆋 秋 𬓫
龞	𱍈
龟	龜
龠	籥
龡	吹
龢	咊 和
龤	諧
龥	籲 𬱳
龭	𩨎 𮹆
龯	𨱆
龲	𰾋
龻	𰁜
龽	𰞳
鿁	䜤
鿂	𮷙
鿌	涼
鿎	䃮
鿏	䥑
鿐	䲤
鿒	鿓
鿓	鿒
鿔	鎶
鿕	𱆥
鿟	鿠
鿠	鿟
鿭	鉨 鑈
鿰	𬉧
鿲	𧰎
鿳	鿸
鿴	鮗
鿵	𩷓
鿶	𩷕
鿷	𩹎
鿸	鿳
鿹	𬵨
鿺	𪄳
說	說
﨑	㟢 埼 崎 嵜 碕 陭 𥔎
益	益
礼	礼 禮
蘒	蘒
𠀾	𠁞
𠁔	𫷘
𠁞	𠀾
𠂝	匝 眾
𠂤	堆 𣳨
𠂲	𬓡
𠃓	昜
𠆌	庸
𠆲	儣
𠆿	𠌥
𠇐	㒜
𠇝	剛
𠇹	俓
𠈨	作
𠉂	㒓
𠉗	𠏢
𠊋	敦
𠊧	併
𠋆	儭
𠌥	𠆿
𠎅	𰂃
𠎒	𫢨
𠏄	𮯻
𠏢	𠉗
𠏮	𫢘
𠏵	𮯹
𠐇	𭫝
𠐊	𫝋
𠐍	𫣫
𠐮	𬾣
𠐽	𫢔
𠑇	𰂻
𠑙	𫢹
𠑲	𫣛
𠒇	兒
𠔃	兮
𠕄	凹
𠖥	寵 𮰄
𠖫	𫤽
𠗣	㓆
𠗦	憑
𠗿	𰄁
𠘥	𫥍
𠚳	𠠎
𠚹	芟
𠛅	剾
𠛆	𠞆
𠛾	𪟖
𠜎	鏾
𠜲	𫥼
𠜼	掐
𠝿	𫦁
𠞆	𠛆
𠞭	𫦉
𠞰	剿
𠟪	𫥺
𠠎	𠚳
𠠏	𫥵
𠠝	𫥳
𠠫	𰄭
𠡠	勑
𠦌	卌 𠦜
𠦜	卌 𠦌
𠧧	西
𠨝	怨
𠩘	𫨆
𠩬	𰆙
𠪁	盜
𠪥	原
𠬙	𪠡
𠬤	睪
𠭆	使
𠭴	㑁
𠮟	叱
𠮶	嗰
𠯗	咂
𠯟	哯
𠯠	噅
𠰱	㘉
𠰷	嚧
𠱓	𠼮
𠱘	𠸺
𠱞	囃
𠲥	𡅏
𠲿	欶
𠳞	𠶸
𠴛	𡃕
𠴢	𡄔
𠵔	𭇴
𠵘	𫩖
𠵸	𡄣
𠵹	𫩚
𠵾	㗲
𠶸	𠳞
𠶹	𰇡
𠷌	𰇘
𠷏	𫡬
𠸺	𠱘
𠹛	𫩯
𠺖	𭈈
𠺮	𫪅
𠼗	𫪚
𠼤	𫪄
𠼮	𠱓 𫩳
𠽃	𪠺
𠽈	𭈟
𠽸	𬱞
𠾬	𫪽
𠿕	𪜎
𠿘	𭉨
𠿿	𭇀
𡀠	𭈜
𡀿	𫫵
𡁚	𭇙
𡁯	𭇡
𡂒	𫪪
𡂡	𪢒
𡂿	𫪘
𡃄	𪡺
𡃈	𰈮
𡃕	𠴛
𡃤	𪢐
𡄔	𠴢
𡄖	𭈉
𡄣	𠵸
𡄤	𭈮
𡄩	𭝫
𡅈	嚹
𡅏	𠲥
𡅘	𭊸
𡅥	𫬟
𡅧	𭉼
𡅯	𪢖
𡈙	囮
𡈛	㘤
𡉟	壯
𡊑	壐
𡋀	𡓾
𡋗	𡑭
𡋤	壗
𡍣	𡔖
𡍫	𫭮
𡏆	𡒶
𡑍	𫭼
𡑎	𫭯
𡑑	𮰠
𡑞	隧
𡑭	𡋗
𡑯	𰉱
𡒃	隩
𡒄	壈
𡒶	𡏆
𡓁	𪤄
𡓗	𫝡
𡓦	𰊅
𡓾	𡋀
𡔖	𡍣
𡗆	𰋖
𡚁	弊
𡜱	嫉
𡝏	嬪
𡝠	㜷
𡞋	㜗
𡞱	㜢
𡞵	㛟
𡞾	嫩 嫰
𡟫	𫝪
𡠌	媲
𡠚	𰋾
𡠟	孎
𡠪	𮱔
𡠹	㛿
𡡇	𡣨
𡢃	㛠
𡢄	𮱆
𡢘	𰌉
𡢿	𭑸
𡣨	𡡇
𡤠	𫰣
𡤡	𭑹
𡤢	𮱊
𡤫	𫱿
𡤶	𮱐
𡥧	孻
𡨴	寧
𡬶	㝷
𡭜	𡮉
𡭬	𡮣
𡮉	𡭜
𡮣	𡭬
𡮤	𫴼
𡰯	豕
𡱆	属 屬
𡱒	𡱂
𡲕	屜
𡳃	𡳳
𡳒	𦘧
𡳳	𡳃
𡴓	嬪
𡴲	危 𡵁
𡵁	危 𡴲
𡵏	專
𡵝	嵸
𡶢	況
𡶴	嵼
𡷨	𫵸
𡸃	𡽗
𡸗	𪨩
𡹬	𪨹
𡺃	嶈
𡺄	嶘
𡺠	𰎝
𡺨	𫵶
𡻕	亗 岁 歲
𡻘	𭗡
𡼱	𰎢
𡼾	𰎛
𡽗	𡸃
𡽳	𫶊
𡽵	𫵹
𡾆	𰎷
𡾱	㟜
𡿖	𪩛
𢀖	巠
𢂑	拭
𢄋	𦭬
𢄓	𰏓
𢄼	𫷈
𢅏	㡘 簾
𢅖	簾
𢅛	龍
𢅡	𫷌
𢅣	𭘚
𢆞	䄯
𢉿	𰏲
𢊃	𰏽
𢊍	㕑 厨
𢋈	㢝
𢍰	𪪴
𢍺	弋
𢐗	𰐚
𢐟	𮱵
𢐧	檠
𢓅	𢕩
𢕐	渹 訇
𢕩	𢓅
𢖕	𪢈
𢖗	竦
𢖽	志
𢗓	㦛
𢗿	怽
𢘙	𢤱
𢘝	𢣚
𢘞	𢣭
𢙏	愻
𢙐	憹
𢙑	𢠼
𢙒	憢
𢙓	懀
𢙢	恐
𢙱	㑝
𢛔	𫹼
𢛯	㦎
𢜫	惺
𢜭	𪫸
𢞁	𮲂
𢟼	懜
𢠁	懎
𢠰	𰑅
𢠳	憋
𢠵	惝
𢠼	𢙑
𢢀	𫺒
𢢐	𤢻
𢣏	㦈
𢣐	𪬚
𢣚	𢘝
𢣭	𢘞
𢤌	𫻇
𢤜	𫺫
𢤧	𰒖
𢤩	𪫡
𢤱	𢘙
𢤿	𪬯
𢥠	悚 𫹷
𢧐	戰
𢪓	擧
𢪗	𢷏
𢫊	𢷮
𢫘	攎
𢫞	𢶫
𢫬	摋
𢫮	𢬎
𢬍	擫
𢬎	𢫮
𢬦	𢹿
𢭆	抽
𢭏	擣
𢯦	𫼲
𢯩	𫼤
𢯱	搜
𢯷	𪭝
𢰾	摠 總
𢱡	𫼶
𢲐	𰓝
𢲩	𫼾
𢲫	𫼗
𢲷	搜
𢲸	𫼵
𢲾	𫼫
𢳂	𫼣
𢳆	摮
𢳚	𫽐
𢳜	漇
𢴦	𫽙
𢴩	𫽳
𢵣	𭡵
𢵱	𮲏
𢶑	𢸣 𫽲
𢶒	𪭯
𢶣	㩹
𢶫	𢫞
𢷃	𫽔
𢷏	𢪗
𢷞	𭢕
𢷮	𢫊
𢸁	挙
𢸔	𭢋
𢸙	𭡜
𢸣	𢶑
𢸳	𫾃
𢸴	𫾁
𢸸	𰓕
𢹏	𰔶
𢹥	𰓗
𢹼	𰓟
𢹿	𢬦
𢺎	𭢝
𢺳	𪮳
𢽾	斅
𢿓	𫿂
𢿡	𰕐
𢿹	殺
𣀘	𫾳
𣀷	𫾲
𣀻	𫿗
𣁚	𣁟
𣁟	𣁚
𣂈	𦮜
𣃁	斸
𣄈	㫎
𣄸	𬀥
𣆄	陽
𣆐	曥
𣇀	晡
𣇶	沒
𣈣	𣋋
𣈶	暅
𣉞	暠
𣉼	𣋞
𣊯	𭥓
𣋋	𣈣
𣋞	𣉼
𣋪	𮲨
𣌂	𬁑
𣍐	𫧃
𣍓	㡅
𣍨	𦢈
𣍯	腪
𣍰	脥
𣎄	𦞌
𣎑	臗
𣎜	𰮭
𣏢	槫
𣐕	桱
𣐤	欍
𣑝	檲
𣑶	𣠲
𣒌	楇
𣒗	㮝
𣓌	槹
𣓿	橯
𣔌	樤
𣔼	竿
𣔿	𰗘
𣕲	㮓
𣗊	樠
𣗋	欓
𣗙	㰙
𣘐	㯤
𣘓	𣞻
𣘴	檭
𣘷	𣝕
𣘾	𬛕
𣙎	㭣
𣙥	㯼
𣙿	𬃮
𣚙	𬃦
𣚚	欘
𣛣	𬂻
𣜬	𪳗
𣝕	𣘷
𣝡	𮲸
𣞁	㮠
𣞎	𣠩
𣞐	𰗚
𣞻	𣘓
𣞼	𮲸
𣟃	𬄺
𣠕	𬄞
𣠩	𣞎
𣠲	𣑶
𣡌	𬄬
𣡶	𬃳
𣢧	䶾
𣤋	𰙕
𣤿	𬶷
𣦵	歹
𣦶	歹
𣨐	殂
𣨼	殢
𣩕	𬆙
𣪕	簋
𣪘	簋
𣫒	𫶲
𣭤	𣯴
𣮈	𡲬
𣯣	𣯩
𣯩	𣯣
𣯴	𣭤
𣯶	毶
𣰛	𰚱
𣰨	𬇄
𣱝	氭
𣲗	湋
𣲘	潕
𣲝	冰
𣳆	㵗
𣳨	𠂤
𣴇	𰝜
𣵾	𮳅
𣶩	澅
𣶫	𣿉
𣶭	𪷓
𣶯	𰛉
𣷷	𤅶
𣸣	濆
𣸧	深
𣺼	灙
𣺽	𤁣
𣻏	𬇼
𣻑	𭰒
𣼊	𭰗
𣼩	𰛺
𣼼	𮳈
𣽏	𪶮
𣽷	瀃
𣽽	潸
𣾍	㶌
𣾷	㳢
𣿉	𣶫
𣿭	𮳃
𤀪	𬈱
𤁐	𮳍
𤁣	𣺽
𤁪	𬈾
𤄙	𰝞
𤄷	𪶒
𤅊	𮳖
𤅙	𬇬
𤅩	𭰥
𤅶	𣷷
𤅷	𰛻
𤆍	赤
𤆡	熓
𤆢	㷍
𤆼	𮳢
𤇃	爄
𤇄	熌
𤇭	爖
𤇹	熚
𤇻	𭶙
𤇾	𫇦
𤈶	熉
𤈷	㷿
𤊀	𤒎
𤊰	𤓩
𤋏	熡
𤍖	𬊗
𤍜	𰞷
𤍠	熱
𤎤	𬝃
𤎱	㷪 纂 臇
𤎺	𤓎
𤎻	𤑳
𤏐	𭴳
𤏩	𮳯
𤏳	𮳱
𤑕	熏
𤑚	𮳶
𤑳	𤎻
𤑹	𪹀
𤒎	𤊀
𤒦	𬋃
𤒨	𮳸
𤒹	爗
𤒻	𪹹
𤓌	𪹠
𤓎	𤎺
𤓓	𬊜
𤓩	𤊰
𤕈	戀
𤕪	爿
𤕭	将 將
𤕯	漿
𤘀	𪺣
𤙯	𤛮
𤚴	𮳺
𤛮	𤙯
𤛱	𫞢
𤜆	𪺪
𤜵	𤡲
𤝢	𤢟
𤞃	獩
𤞤	玁
𤟤	𰡋
𤠋	㺏
𤠔	𰡐
𤠮	𪺸
𤡲	𤜵
𤢕	斁
𤢟	𤝢
𤢪	獵
𤢻	𢢐
𤣎	𰡢
𤣤	𬌴
𤥭	𰡰
𤥵	𮴑
𤥼	璁 𮴨
𤦀	瓕
𤦎	𮴅
𤦏	璁
𤦩	𮴏
𤧑	𮴆
𤧚	璁
𤧸	𮴒
𤩂	𫞧
𤩊	𮴗
𤩑	𮴥
𤩝	𮴓
𤩡	璿
𤩽	瓛
𤪤	𪛞
𤪧	𮴇
𤪺	㻘
𤫎	𮴶
𤫟	𮴠
𤫩	㻏
𤬅	𪼴
𤮦	𬎬
𤮨	礱
𤱈	畝
𤲓	𭻔
𤲢	𭻍
𤳄	𤳸
𤳷	𪽝
𤳸	𤳄
𤴐	雷
𤶊	癐
𤶙	痄
𤶧	𤸫
𤷃	𪽭
𤷽	㾡
𤸫	𤶧
𤹺	𤻜
𤺉	𰣦
𤺔	𪽴
𤻊	㿗
𤻜	𤹺
𤻝	𰣩
𤻲	𬏤
𤼈	𰣫
𤽜	皌
𤽯	㿧
𤾀	皟
𤾉	𰤓
𤿲	麬
𥀬	𪠏
𥀲	𰤫
𥁕	昷
𥁢	䀉
𥂁	鹽
𥂫	𰤽
𥂸	𬐠
𥅘	𥌃
𥅴	䀹
𥅾	䚎
𥅿	𥊝
𥆧	瞤
𥇔	𬑇
𥇢	䁪
𥈟	瞍
𥉸	𰥣
𥊝	𥅿
𥋝	𰥭
𥋟	䂀 𮵅
𥌃	𥅘
𥌚	𬑙
𥎝	䂎
𥏝	𪿊
𥐘	石
𥐞	硭
𥐟	礒
𥐯	𥖅
𥐰	𥕥
𥐻	碙
𥑘	砞
𥓿	砣 鉈
𥔀	渹 訇
𥔂	𮀲
𥔎	㟢 埼 崎 嵜 碕 陭 﨑
𥔬	𮵊
𥕤	礚
𥕥	𥐰
𥖅	𥐯
𥖏	𮀪
𥖩	𬒊
𥖲	𪿞
𥗇	𪿵
𥗴	𬒓
𥗹	𰧈
𥗺	𬒇
𥗽	𬒗
𥘃	𮀡
𥘯	祙
𥚗	𮵙
𥜌	澳 襖
𥜐	𫀓
𥜰	𫀌
𥝢	利
𥞦	𥞵
𥞵	𥞦
𥟂	䅘
𥟟	穆
𥡴	稽
𥢊	𬓱
𥢢	䅪
𥢶	𫞷
𥢷	𫀮
𥣻	𦼖
𥥅	竉
𥧂	𥨐
𥨐	𥧂
𥩟	竚
𥩺	𥪂
𥪂	𥩺
𥫣	籅
𥫱	囤
𥬀	䉙
𥬈	篵
𥬞	籋
𥬠	篘
𥭉	𥵊
𥮋	𥸠
𥮜	䉲
𥮾	篸
𥯤	𫁳
𥱔	𥵃
𥱸	𬔯
𥳊	𬔹
𥴨	𫂖
𥴼	𫁺
𥵃	𥱔
𥵊	𥭉
𥵚	竻
𥵛	𮅎
𥵜	䇚
𥵝	𬕬
𥶉	籑
𥶽	𫁱
𥸠	𥮋
𥹥	𥼽
𥺅	䊭
𥺇	𥽖
𥺼	𮇔
𥻟	糯
𥻤	𬖖
𥻦	𫂿
𥻵	𬖞
𥼶	𬖘
𥼽	𥹥
𥽖	𥺇
𥽭	𬖺
𥽽	𫧷
𥾂	𮇤
𥾝	𬘔
𥾯	𫄝
𥿉	𬘚
𥿊	𦈈
𥿑	𮶁
𥿯	𬘦
𦀇	經
𦀎	𮉥
𦀖	𫄦
𦁄	𰬙
𦁕	𰬦
𦁧	𰬨
𦂅	𦈒
𦂋	𬘸
𦂳	緊
𦃄	𦈗
𦃒	𬘼
𦃘	𬘽
𦃩	𫄯
𦄋	𬘞
𦄍	𬘾
𦄧	𬘿
𦄼	𬘳
𦅇	𫄪
𦅈	𫄵
𦅋	𬙃
𦅘	𰬝
𦅷	𬙅
𦆆	𰬾
𦆈	𰬹
𦆲	𫟇
𦇎	𰭁
𦇛	𰬼
𦈈	𥿊
𦈉	緷
𦈋	綇
𦈌	綀
𦈎	繟
𦈏	緍
𦈐	縺
𦈑	緸
𦈒	𦂅
𦈓	䋿
𦈔	縎
𦈕	緰
𦈖	䌈
𦈗	𦃄
𦈘	䌋
𦈙	䌰
𦈚	縬
𦈛	繓
𦈜	䌖
𦈝	繏
𦈞	䌟
𦈟	䌝
𦈠	䌥
𦈡	繻
𦉽	网
𦌾	𬙪
𦍆	𬙫
𦍠	䍽
𦍩	羖
𦎹	𰭚
𦏑	𰭗
𦐀	舞
𦒀	𫅥
𦔖	𫅼
𦘧	𡳒
𦙵	腕
𦙶	股
𦙼	骴
𦚓	胓
𦛨	朥
𦜖	𬁺
𦝛	𮶔
𦝼	膢
𦞌	𣎄
𦞛	𬁸
𦞣	臊
𦟐	𬁳
𦟗	𦣎
𦟤	饈
𦟼	𫆝
𦠅	𫞅
𦡏	𰗅
𦡖	𰗆
𦡝	𫆫
𦡧	𮌌
𦡶	𰯂
𦢈	𣍨
𦢌	殰
𦣇	𬂂
𦣎	𦟗
𦤎	臯
𦥯	𰃮
𦧴	𰰆
𦧺	𫇘
𦨩	𦪽
𦪙	䑽
𦪭	𬜔
𦪽	𦨩
𦫜	赩
𦬙	𦿍
𦭬	𢄋
𦮜	𣂈
𦰏	蓧
𦰥	𱽨
𦰴	䕳
𦱄	菇
𦱌	𫇪
𦲷	蒞
𦳝	𰰢
𦴇	𦾵
𦴧	𮶞
𦵕	𬝖
𦶆	𬜺
𦶟	爇
𦶻	𦾟
𦷝	芻
𦸷	𬝊
𦺣	𰱝
𦻕	蘟
𦼖	𥣻
𦽊	驊
𦽒	𬝠
𦾏	𰅻
𦾟	𦶻
𦾵	𦴇
𦾶	𬞋
𦿍	𦬙
𦿭	𮶷
𧀀	𮶩
𧀹	蔗
𧁿	𮏺
𧂂	𮶬
𧂅	𬞣
𧃽	𰱊
𧈴	𫋧
𧈿	𬠐
𧉐	𧕟
𧉞	䗿
𧋍	蜇
𧌓	蛗
𧌥	𧎈
𧍕	䖼
𧎈	𧌥
𧏖	蠙
𧏗	蠀
𧏻	𬠃
𧐅	蛆
𧐐	𰳁
𧐢	蠔
𧐱	𬟺
𧑏	蠾
𧒖	𰲺
𧒭	𧔥
𧒯	𫊹
𧔥	𧒭
𧕟	𧉐
𧕦	𬠷
𧖦	𬠱
𧘂	衝
𧙀	𧞪
𧛸	𬡎
𧜁	𬡕
𧜂	𬡔
𧜗	䘞
𧜘	𮷁
𧜡	𧞔
𧜣	𬡍
𧜭	䙱
𧜵	䙊
𧜶	𮖃
𧝝	襰
𧝞	䘛
𧝧	𧟀
𧞅	𰳻
𧞔	𧜡
𧞣	𰳹
𧞪	𧙀
𧞫	𫌋
𧞶	𬡦
𧟀	𧝧
𧟌	𬡠
𧠈	𬢇
𧠥	𬢉
𧠳	𮷄
𧠵	𬢍
𧡍	𬢈
𧡪	𬢏
𧡴	𫌫
𧡸	𰴛
𧢃	𰴚
𧢄	𫌬
𧢍	𬢓
𧢢	𬺟
𧣴	𬢕
𧤤	觹
𧥅	觽
𧥣	𬣚
𧥺	𬣝
𧦝	𫍞
𧦦	𰵘
𧦧	𫍟
𧦭	𬣢
𧦵	𮷆
𧧝	𬣨
𧧭	𬣺
𧧵	𰵢
𧧸	𰵬
𧧻	詐
𧨊	𬣶
𧨝	𰵪
𧨳	𰵳
𧨾	𬤂
𧩎	𮷉
𧩕	𫍭
𧩙	䜥 誕
𧩦	𬤅
𧩧	𬤏
𧩪	𬤋
𧩼	𫍶
𧪞	𬤒
𧪡	𬤓
𧪦	𬤕
𧪪	𬤔
𧪮	𰵻
𧫚	𬤈
𧫝	𫍺
𧬁	𰶅
𧬅	𬤜
𧬇	𬤞
𧬌	𬤠
𧬤	𫍼
𧬨	噦 𬣪
𧬪	𬤖
𧬮	𬤧
𧬯	𰶋
𧬻	𬣵
𧭈	𫍾
𧭥	𮷇
𧭹	𫍐
𧮆	𬤚
𧮇	𬣴
𧮈	𬤯
𧮓	𬤱
𧮪	詀
𧰆	𬤷
𧰊	磌
𧰎	鿲
𧱻	𰶨
𧳕	𧳟
𧳟	𧳕
𧴪	𭕆
𧴯	孭
𧵊	𬥴
𧵳	䞌
𧶄	𬥷
𧶔	𧹓
𧶟	𬥹
𧶧	䞎
𧶲	𬥼
𧶶	販
𧷎	𪠀
𧷛	𰷨
𧸖	賺 贃 𰷬
𧸘	𫎨
𧸦	𬥾
𧸪	𬥿
𧸫	𫬙
𧹈	𪥠
𧹑	䞈
𧹒	買
𧹓	𧶔
𧹔	賬
𧹕	䝻
𧹖	賟
𧹗	贃
𧺣	𧽵
𧼮	𬦅
𧽢	𬦆
𧽯	𫎸
𧽵	𧺣
𧾥	𰷸
𧿈	𨇁
𧿛	蹤
𧿹	拇
𨀁	躘
𨀱	𨄣
𨁂	𬦯
𨁔	跳
𨁴	𨅍
𨂐	𫏌
𨂺	𨈊
𨃘	𬦩
𨃜	𬦹
𨃞	𨃟
𨃟	𨃞
𨄄	𨈌
𨄉	𰸎
𨄣	𨀱
𨄰	𬦵
𨅍	𨁴
𨅛	䠱
𨅫	𨇞
𨅬	躝
𨆅	𬦫
𨆉	𮛗
𨆪	𫏕
𨆱	𬦴
𨇁	𧿈
𨇍	𬧑
𨇗	𬦣
𨇞	𨅫
𨇤	𫏨
𨇯	𰸇
𨇰	𫏞
𨇽	𫏑
𨈀	𬧚
𨈆	𬧛
𨈇	𬦾
𨈊	𨂺
𨈌	𨄄
𨈚	𨉉
𨉉	𨈚
𨉖	𰿰
𨉗	軉
𨉹	𬧩
𨊠	𰹱
𨊰	䢀
𨊸	䢁
𨊹	𰹻
𨊻	𨐆
𨋁	𬨃
𨋚	𬨅
𨋢	䢂
𨋮	𰺆
𨌄	𬨋 𮷚
𨌈	𫐍
𨌩	盪 逿
𨍈	𰺔
𨍏	𰺕
𨍐	𬨏
𨍒	𰹾
𨍰	𫐔
𨍳	軺
𨍹	𬨐
𨎌	𫐋
𨎩	𬨒
𨎪	𰺚
𨎮	𨐉
𨏒	𰺢
𨏔	𰺌
𨏠	𨐇
𨏥	𨐊
𨐅	軗
𨐆	𨊻
𨐇	𨏠
𨐈	輄
𨐉	𨎮
𨐊	𨏥
𨐶	𰺨
𨑊	𫯒
𨑒	徒
𨑟	撫
𨑹	䢨
𨓜	逸
𨘀	𮷥
𨘌	𬩎
𨙞	遷
𨝕	𨞨
𨞨	𨝕
𨞪	𫜷
𨞺	𫟫
𨟊	𫟬
𨟑	𮷨
𨟳	𨣞
𨠨	𨣧
𨡙	𨢿
𨡺	𨣈
𨢥	䤍
𨢸	𮡈
𨢿	𨡙
𨣃	𰼋
𨣈	𨡺
𨣉	𬪫
𨣞	𨟳
𨣦	藇
𨣧	𨠨
𨣨	𰼏
𨤋	𬪯
𨤡	𬪺
𨤰	𨤻
𨤻	𨤰
𨥈	𮷵
𨥕	𮷹
𨥛	𨱀
𨥜	𬬴
𨥟	𫓫
𨥤	𮷽
𨥦	𬬳
𨥭	𮸃
𨥮	𮷿
𨥺	𬭂
𨦍	𮸅
𨦡	𰽽
𨦫	䦀
𨦱	𰾊
𨧀	𬭊
𨧐	𰾇
𨧚	𬭐
𨧜	䦁
𨧫	𬭑
𨧮	䥸
𨧰	𫟽
𨧱	𨱊
𨨏	𬭛
𨨛	𫓼
𨨝	𬭘
𨨢	𫓿
𨨯	𬭟
𨨹	𬭞
𨩃	𮸔
𨩎	𮸘
𨩨	𬭠
𨩰	𫟾
𨪅	𬇃
𨪋	𰾨
𨪕	𫓮
𨪜	𮸚
𨪦	𮸙
𨫀	𬭫
𨫋	𮸉
𨫒	𨱐
𨫼	𰾧
𨬂	𬭱
𨬒	𰾳
𨬖	𫔏
𨬞	𬬶
𨬟	𰾵
𨬫	𮸢
𨭃	𬭷
𨭆	𬭶
𨭌	𬭵
𨭎	𬭳
𨭐	𬭙
𨭖	𫔑
𨭗	𬭇
𨭚	𬭺
𨭛	𰾿
𨭥	𬬼
𨭸	𫔐
𨮁	𰾺
𨮂	𨱕
𨮅	𬭹
𨮰	𬭾
𨮳	𫔒
𨮺	鑙
𨯂	𮸣
𨯅	䥿
𨯗	𮸝
𨯙	𮸆
𨯟	𫔓
𨯵	𬮀
𨰃	𫔉
𨰋	𫓳
𨰘	𮷷
𨰠	𰿊
𨰥	𫔕
𨰭	𬮃
𨰲	𫔃
𨰵	𬬇
𨰷	𬮂
𨰹	𰿀
𨰾	鎷
𨰿	釳
𨱀	𨥛
𨱁	鈠
𨱂	鈋
𨱃	鈲
𨱄	鈯
𨱅	鉁
𨱆	龯
𨱇	銶
𨱈	鋉
𨱉	鍄
𨱊	𨧱
𨱋	錂
𨱌	鏆
𨱍	鎯
𨱎	鍮
𨱏	鎝
𨱐	𨫒
𨱑	鐄
𨱒	鏉
𨱓	鐎
𨱔	鐏
𨱕	𨮂
𨱖	䥩
𨱥	𰿖
𨲭	𬮄
𨲳	𫔖
𨳌	𰿦
𨳐	𰿧
𨳑	𨸁
𨳒	𮤭
𨳕	𨸀
𨳙	𮤯
𨳚	𰿪
𨳨	𬮜
𨳸	𰿭
𨳿	𬮡
𨴑	𬮣
𨴗	𨸅
𨴤	𬮧
𨴹	𫔲
𨵆	𬮩
𨵌	𬮰
𨵗	𬮯
𨵤	𬮮
𨵦	𰿵
𨵩	𨸆
𨵬	𬮵
𨵸	𨸇
𨶀	𨸉
𨶏	𨸊
𨶑	𰿸
